image_id,image_path,disease_class,display_name,width,height,aspect_ratio,total_pixels,file_size_kb,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,contrast,red_dominance,green_dominance,blue_dominance,disease_severity,size_category,brightness_level,dominant_color,avg_color_intensity
6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG,PlantVillage\Potato___Early_blight\6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.05,119.74,123.64,103.62,48.61,47.23,52.27,115.66,50.17,6.11,11.96,-18.07,Diseased,Small,Moderate,Green,115.67
6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG,PlantVillage\Potato___Early_blight\6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.47,128.57,138.49,105.42,51.36,53.86,58.38,124.16,56.34,6.62,21.5,-28.11,Diseased,Small,Moderate,Green,124.16
6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,PlantVillage\Potato___Early_blight\6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.48,143.22,156.09,133.42,39.8,38.5,48.5,144.24,43.5,-1.54,17.77,-16.23,Diseased,Small,Moderate,Green,144.24
6bca5c10-8985-404c-96c3-3f77c2a77d10___RS_Early.B 7527.JPG,PlantVillage\Potato___Early_blight\6bca5c10-8985-404c-96c3-3f77c2a77d10___RS_Early.B 7527.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.16,158.03,150.13,116.63,59.88,62.13,68.22,141.6,65.99,24.65,12.8,-37.46,Diseased,Small,Moderate,Red,141.6
6bd7d398-9cce-4282-a853-9625a641ebd6___RS_Early.B 8416.JPG,PlantVillage\Potato___Early_blight\6bd7d398-9cce-4282-a853-9625a641ebd6___RS_Early.B 8416.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.26,126.51,128.17,97.74,44.18,41.49,52.63,117.47,48.4,13.56,16.04,-29.6,Diseased,Small,Moderate,Green,117.47
6c5385cd-d362-4810-b4e8-58ab768c706c___RS_Early.B 8323.JPG,PlantVillage\Potato___Early_blight\6c5385cd-d362-4810-b4e8-58ab768c706c___RS_Early.B 8323.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.98,145.96,137.77,114.06,49.89,53.33,63.74,132.6,57.58,20.05,7.76,-27.81,Diseased,Small,Moderate,Red,132.6
6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG,PlantVillage\Potato___Early_blight\6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.16,158.51,163.22,130.6,38.95,39.91,55.61,150.78,47.69,11.6,18.66,-30.26,Diseased,Small,Bright,Green,150.78
6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG,PlantVillage\Potato___Early_blight\6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.14,146.42,147.94,122.36,54.28,54.04,64.05,138.91,58.83,11.27,13.55,-24.82,Diseased,Small,Moderate,Green,138.91
6cec2d2b-7b6a-4044-9899-92d4f9332cd6___RS_Early.B 9131.JPG,PlantVillage\Potato___Early_blight\6cec2d2b-7b6a-4044-9899-92d4f9332cd6___RS_Early.B 9131.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.8,149.49,143.29,115.31,51.77,55.03,65.31,136.03,59.54,20.19,10.9,-31.08,Diseased,Small,Moderate,Red,136.03
6d1cebfa-ad84-484e-9f30-f8fffb289072___RS_Early.B 7703.JPG,PlantVillage\Potato___Early_blight\6d1cebfa-ad84-484e-9f30-f8fffb289072___RS_Early.B 7703.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.7,147.01,151.36,131.28,43.5,42.43,54.98,143.22,48.09,5.69,12.22,-17.91,Diseased,Small,Moderate,Green,143.22
6dfdd5be-0999-4a5c-a35d-c760043fec23___RS_Early.B 8701.JPG,PlantVillage\Potato___Early_blight\6dfdd5be-0999-4a5c-a35d-c760043fec23___RS_Early.B 8701.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.65,115.01,123.77,98.98,46.96,45.15,51.31,112.59,48.96,3.64,16.78,-20.41,Diseased,Small,Moderate,Green,112.59
6edb7358-f41f-4fd2-8371-12700bdbc94c___RS_Early.B 6801.JPG,PlantVillage\Potato___Early_blight\6edb7358-f41f-4fd2-8371-12700bdbc94c___RS_Early.B 6801.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.4,119.75,127.94,111.73,55.8,54.22,64.34,119.81,58.66,-0.08,12.2,-12.11,Diseased,Small,Moderate,Green,119.81
6eebb348-cafa-4863-937c-3b249f71df0a___RS_Early.B 9230.JPG,PlantVillage\Potato___Early_blight\6eebb348-cafa-4863-937c-3b249f71df0a___RS_Early.B 9230.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.22,141.3,141.21,116.55,44.4,45.04,58.32,133.02,51.02,12.42,12.29,-24.71,Diseased,Small,Moderate,Red,133.02
6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG,PlantVillage\Potato___Early_blight\6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.05,118.63,126.07,107.62,51.32,48.22,59.1,117.44,53.62,1.79,12.94,-14.73,Diseased,Small,Moderate,Green,117.44
6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,PlantVillage\Potato___Early_blight\6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.88,131.98,134.49,112.71,54.39,52.8,64.17,126.39,58.16,8.38,12.14,-20.52,Diseased,Small,Moderate,Green,126.39
6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG,PlantVillage\Potato___Early_blight\6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.9,148.66,143.98,104.36,47.99,49.64,58.79,132.33,56.0,24.49,17.47,-41.96,Diseased,Small,Moderate,Red,132.33
6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,PlantVillage\Potato___Early_blight\6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.53,131.7,131.96,110.96,48.94,49.74,56.98,124.87,52.94,10.24,10.63,-20.87,Diseased,Small,Moderate,Green,124.87
6fcaba16-dfce-431a-b268-e0826a101553___RS_Early.B 6695.JPG,PlantVillage\Potato___Early_blight\6fcaba16-dfce-431a-b268-e0826a101553___RS_Early.B 6695.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.93,159.87,155.17,112.31,55.9,55.58,55.04,142.45,59.49,26.13,19.08,-45.21,Diseased,Small,Moderate,Red,142.45
6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG,PlantVillage\Potato___Early_blight\6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.84,126.35,132.51,111.55,53.43,53.34,63.23,123.47,57.53,4.32,13.56,-17.88,Diseased,Small,Moderate,Green,123.47
70a2aa43-f50f-448b-bd98-9315f27cf456___RS_Early.B 7927.JPG,PlantVillage\Potato___Early_blight\70a2aa43-f50f-448b-bd98-9315f27cf456___RS_Early.B 7927.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.39,153.91,155.16,135.12,39.07,37.83,54.36,148.07,45.33,8.77,10.64,-19.41,Diseased,Small,Moderate,Green,148.06
70b89c8b-2850-4ec8-8da1-a4b9de5351c7___RS_Early.B 6889.JPG,PlantVillage\Potato___Early_blight\70b89c8b-2850-4ec8-8da1-a4b9de5351c7___RS_Early.B 6889.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.65,133.56,145.54,124.97,50.34,49.17,58.31,134.69,53.44,-1.69,16.28,-14.58,Diseased,Small,Moderate,Green,134.69
70da76f2-b067-40f0-82d2-16b2dec3e189___RS_Early.B 8358.JPG,PlantVillage\Potato___Early_blight\70da76f2-b067-40f0-82d2-16b2dec3e189___RS_Early.B 8358.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.26,129.79,135.48,98.56,45.95,43.94,54.31,121.28,50.93,12.77,21.3,-34.07,Diseased,Small,Moderate,Green,121.28
719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,PlantVillage\Potato___Early_blight\719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.1,115.76,126.53,101.89,47.91,42.43,55.75,114.72,50.03,1.55,17.7,-19.25,Diseased,Small,Moderate,Green,114.73
71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129.JPG,PlantVillage\Potato___Early_blight\71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.65,157.13,164.42,130.55,42.79,43.4,54.2,150.7,49.28,9.65,20.57,-30.23,Diseased,Small,Bright,Green,150.7
72013507-bfce-4b7a-b56e-f66a94cb4558___RS_Early.B 7930.JPG,PlantVillage\Potato___Early_blight\72013507-bfce-4b7a-b56e-f66a94cb4558___RS_Early.B 7930.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.08,132.9,136.1,106.08,52.72,52.88,61.22,125.03,57.35,11.81,16.61,-28.41,Diseased,Small,Moderate,Green,125.03
7227b3db-c212-4370-8b42-443eea1577aa___RS_Early.B 7306.JPG,PlantVillage\Potato___Early_blight\7227b3db-c212-4370-8b42-443eea1577aa___RS_Early.B 7306.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.61,157.01,161.61,129.16,35.69,35.6,55.23,149.26,45.49,11.63,18.52,-30.15,Diseased,Small,Moderate,Green,149.26
722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,PlantVillage\Potato___Early_blight\722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.47,125.24,133.9,118.07,56.89,54.94,67.16,125.74,60.25,-0.75,12.25,-11.5,Diseased,Small,Moderate,Green,125.74
7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,PlantVillage\Potato___Early_blight\7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.37,152.86,151.17,114.93,50.05,50.51,51.93,139.65,53.76,19.81,17.28,-37.09,Diseased,Small,Moderate,Red,139.65
72c4221d-f82b-48fc-a91e-8aa46f5cb0cc___RS_Early.B 8399.JPG,PlantVillage\Potato___Early_blight\72c4221d-f82b-48fc-a91e-8aa46f5cb0cc___RS_Early.B 8399.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.85,113.24,117.21,93.07,45.92,42.5,51.29,107.84,47.89,8.1,14.05,-22.16,Diseased,Small,Moderate,Green,107.84
72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,PlantVillage\Potato___Early_blight\72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.67,120.38,124.65,110.07,46.78,43.67,48.16,118.36,46.64,3.02,9.43,-12.45,Diseased,Small,Moderate,Green,118.37
72f9e596-8d1e-4ffd-923d-55645d6adca1___RS_Early.B 7704.JPG,PlantVillage\Potato___Early_blight\72f9e596-8d1e-4ffd-923d-55645d6adca1___RS_Early.B 7704.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.65,146.41,150.66,133.44,43.89,42.68,55.23,143.51,48.16,4.36,10.74,-15.09,Diseased,Small,Moderate,Green,143.5
73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,PlantVillage\Potato___Early_blight\73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.79,140.44,138.24,102.57,62.68,64.28,66.57,127.08,66.82,20.03,16.73,-36.77,Diseased,Small,Moderate,Red,127.08
737c2343-228f-4155-b984-13ae0da44745___RS_Early.B 6828.JPG,PlantVillage\Potato___Early_blight\737c2343-228f-4155-b984-13ae0da44745___RS_Early.B 6828.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.8,121.4,132.61,109.86,39.2,37.63,49.31,121.29,43.37,0.16,16.98,-17.14,Diseased,Small,Moderate,Green,121.29
73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,PlantVillage\Potato___Early_blight\73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.21,149.11,150.23,118.3,51.19,54.05,60.9,139.21,57.47,14.84,16.53,-31.37,Diseased,Small,Moderate,Green,139.21
73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,PlantVillage\Potato___Early_blight\73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.3,136.51,151.12,128.26,48.07,45.25,55.96,138.63,50.85,-3.19,18.74,-15.55,Diseased,Small,Moderate,Green,138.63
73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,PlantVillage\Potato___Early_blight\73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.02,151.59,151.99,111.47,49.07,50.97,59.76,138.35,56.75,19.87,20.46,-40.32,Diseased,Small,Moderate,Green,138.35
74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,PlantVillage\Potato___Early_blight\74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.64,145.99,155.15,138.76,42.27,38.42,51.49,146.63,44.9,-0.97,12.78,-11.81,Diseased,Small,Moderate,Green,146.63
7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,PlantVillage\Potato___Early_blight\7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.19,149.39,155.13,130.51,45.95,48.32,51.54,145.01,49.78,6.57,15.18,-21.75,Diseased,Small,Moderate,Green,145.01
7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,PlantVillage\Potato___Early_blight\7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.71,146.44,144.48,116.69,51.65,52.8,62.22,135.87,57.39,15.86,12.92,-28.78,Diseased,Small,Moderate,Red,135.87
74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,PlantVillage\Potato___Early_blight\74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.51,97.42,117.7,112.99,42.11,38.0,48.76,109.37,44.04,-17.92,12.5,5.42,Diseased,Small,Moderate,Green,109.37
757b3cbf-a694-4e76-939c-5a93d3c932ab___RS_Early.B 8169.JPG,PlantVillage\Potato___Early_blight\757b3cbf-a694-4e76-939c-5a93d3c932ab___RS_Early.B 8169.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.49,135.05,139.28,114.53,49.46,49.2,59.35,129.62,53.98,8.14,14.49,-22.64,Diseased,Small,Moderate,Green,129.62
7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,PlantVillage\Potato___Early_blight\7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.48,113.87,122.87,100.26,47.71,48.05,54.05,112.33,50.88,2.3,15.8,-18.1,Diseased,Small,Moderate,Green,112.33
758b39d7-12bc-401f-b280-2c8435a02f43___RS_Early.B 6839.JPG,PlantVillage\Potato___Early_blight\758b39d7-12bc-401f-b280-2c8435a02f43___RS_Early.B 6839.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.06,123.03,136.37,111.14,45.04,42.08,55.54,123.51,49.0,-0.73,19.28,-18.55,Diseased,Small,Moderate,Green,123.51
769b00f1-f5cf-4dee-a2c6-6e97414450f6___RS_Early.B 9149.JPG,PlantVillage\Potato___Early_blight\769b00f1-f5cf-4dee-a2c6-6e97414450f6___RS_Early.B 9149.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.75,135.12,123.09,101.89,50.09,52.29,58.03,120.04,55.31,22.63,4.59,-27.22,Diseased,Small,Moderate,Red,120.03
77725a5a-c0b8-4b7c-bc42-ac99f51428c1___RS_Early.B 7401.JPG,PlantVillage\Potato___Early_blight\77725a5a-c0b8-4b7c-bc42-ac99f51428c1___RS_Early.B 7401.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.54,138.85,147.33,116.04,40.25,39.05,57.15,134.07,48.08,7.16,19.89,-27.05,Diseased,Small,Moderate,Green,134.07
7795f733-eeb0-4353-bdb8-b2f4d8d622d4___RS_Early.B 6960.JPG,PlantVillage\Potato___Early_blight\7795f733-eeb0-4353-bdb8-b2f4d8d622d4___RS_Early.B 6960.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.3,131.28,138.64,114.07,50.16,51.99,56.51,128.0,53.95,4.93,15.96,-20.89,Diseased,Small,Moderate,Green,128.0
779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,PlantVillage\Potato___Early_blight\779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.79,142.84,148.35,123.05,46.96,44.14,51.99,138.08,49.03,7.14,15.4,-22.54,Diseased,Small,Moderate,Green,138.08
77b04047-8450-47d1-82f1-48f09f83387c___RS_Early.B 7042.JPG,PlantVillage\Potato___Early_blight\77b04047-8450-47d1-82f1-48f09f83387c___RS_Early.B 7042.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.76,143.7,152.54,129.4,45.59,41.64,57.7,141.88,49.71,2.73,15.99,-18.72,Diseased,Small,Moderate,Green,141.88
77c86eac-945e-4942-8eab-1269373d645a___RS_Early.B 7755.JPG,PlantVillage\Potato___Early_blight\77c86eac-945e-4942-8eab-1269373d645a___RS_Early.B 7755.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.61,131.7,137.24,122.66,47.35,44.03,53.66,130.53,48.88,1.76,10.06,-11.82,Diseased,Small,Moderate,Green,130.53
78071f69-3d02-4576-bd46-28732dd528aa___RS_Early.B 9228.JPG,PlantVillage\Potato___Early_blight\78071f69-3d02-4576-bd46-28732dd528aa___RS_Early.B 9228.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,21.5,143.86,144.0,121.77,52.48,54.5,67.35,136.54,59.41,10.97,11.19,-22.16,Diseased,Small,Moderate,Green,136.54
78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG,PlantVillage\Potato___Early_blight\78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.15,134.89,136.32,112.24,51.06,52.72,63.66,127.82,57.17,10.61,12.76,-23.37,Diseased,Small,Moderate,Green,127.82
7855ccc3-28ac-4269-a8ce-618df8a27573___RS_Early.B 7834.JPG,PlantVillage\Potato___Early_blight\7855ccc3-28ac-4269-a8ce-618df8a27573___RS_Early.B 7834.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.99,135.72,140.18,117.72,53.79,54.54,61.25,131.21,57.45,6.77,13.46,-20.23,Diseased,Small,Moderate,Green,131.21
78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,PlantVillage\Potato___Early_blight\78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.99,135.49,138.48,123.88,51.07,49.82,63.27,132.61,55.41,4.31,8.79,-13.1,Diseased,Small,Moderate,Green,132.62
7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,PlantVillage\Potato___Early_blight\7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.77,144.95,137.12,112.28,46.07,48.76,60.42,131.45,53.95,20.25,8.5,-28.76,Diseased,Small,Moderate,Red,131.45
7a3630ed-a43c-4957-a604-1de05e8e7f32___RS_Early.B 6795.JPG,PlantVillage\Potato___Early_blight\7a3630ed-a43c-4957-a604-1de05e8e7f32___RS_Early.B 6795.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.66,135.29,138.93,111.99,58.36,61.09,63.17,128.74,62.06,9.83,15.28,-25.12,Diseased,Small,Moderate,Green,128.74
7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,PlantVillage\Potato___Early_blight\7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.74,147.04,154.28,123.73,47.78,46.28,59.17,141.68,53.02,8.03,18.89,-26.92,Diseased,Small,Moderate,Green,141.68
7a84da2c-6c10-483f-9994-69aeedc21a57___RS_Early.B 7534.JPG,PlantVillage\Potato___Early_blight\7a84da2c-6c10-483f-9994-69aeedc21a57___RS_Early.B 7534.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.29,157.17,149.81,110.83,58.18,60.62,64.87,139.27,64.57,26.85,15.81,-42.65,Diseased,Small,Moderate,Red,139.27
7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,PlantVillage\Potato___Early_blight\7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.62,142.76,146.09,123.13,46.11,45.11,59.1,137.33,51.52,8.15,13.15,-21.29,Diseased,Small,Moderate,Green,137.33
7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,PlantVillage\Potato___Early_blight\7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.7,130.95,141.63,111.36,43.62,42.47,57.1,127.98,49.79,4.46,20.47,-24.93,Diseased,Small,Moderate,Green,127.98
7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,PlantVillage\Potato___Early_blight\7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.48,147.45,161.66,130.57,37.86,33.79,51.02,146.56,43.45,1.33,22.65,-23.98,Diseased,Small,Moderate,Green,146.56
7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B 8262.JPG,PlantVillage\Potato___Early_blight\7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B 8262.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.02,123.58,118.12,103.31,61.23,62.85,68.35,115.01,64.78,12.87,4.67,-17.54,Diseased,Small,Moderate,Red,115.0
7c0e4eed-d8e2-410f-a7bf-9f5a1c4a566d___RS_Early.B 8042.JPG,PlantVillage\Potato___Early_blight\7c0e4eed-d8e2-410f-a7bf-9f5a1c4a566d___RS_Early.B 8042.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.85,138.21,140.89,116.47,43.95,42.46,55.07,131.86,48.74,9.54,13.55,-23.08,Diseased,Small,Moderate,Green,131.86
7c9b2deb-6f9f-4671-bdcd-56481d8f0a35___RS_Early.B 8608.JPG,PlantVillage\Potato___Early_blight\7c9b2deb-6f9f-4671-bdcd-56481d8f0a35___RS_Early.B 8608.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.67,105.53,106.75,89.63,51.12,48.91,51.21,100.64,51.02,7.34,9.17,-16.52,Diseased,Small,Moderate,Green,100.64
7cc0cb45-7fae-4d55-8dce-aa5e4484b7d9___RS_Early.B 7088.JPG,PlantVillage\Potato___Early_blight\7cc0cb45-7fae-4d55-8dce-aa5e4484b7d9___RS_Early.B 7088.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,16.27,133.2,141.25,105.07,44.86,48.0,51.8,126.51,50.74,10.04,22.12,-32.16,Diseased,Small,Moderate,Green,126.51
7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,PlantVillage\Potato___Early_blight\7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,15.94,149.18,151.58,121.04,42.35,37.33,56.76,140.6,48.25,12.86,16.47,-29.33,Diseased,Small,Moderate,Green,140.6
7d90df0a-da17-4641-9006-75aa7de6ed5e___RS_Early.B 8702.JPG,PlantVillage\Potato___Early_blight\7d90df0a-da17-4641-9006-75aa7de6ed5e___RS_Early.B 8702.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,22.45,128.31,138.52,109.12,49.1,44.97,56.11,125.32,51.73,4.49,19.81,-24.3,Diseased,Small,Moderate,Green,125.32
7d92aa59-82fc-4c93-9d0e-728c0a944055___RS_Early.B 6965.JPG,PlantVillage\Potato___Early_blight\7d92aa59-82fc-4c93-9d0e-728c0a944055___RS_Early.B 6965.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,19.78,146.5,154.12,129.76,49.6,48.3,64.73,143.46,55.66,4.56,15.99,-20.55,Diseased,Small,Moderate,Green,143.46
7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,PlantVillage\Potato___Early_blight\7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,18.54,156.96,156.15,128.59,47.76,48.44,52.7,147.23,51.4,14.58,13.38,-27.96,Diseased,Small,Moderate,Red,147.23
7ea05f87-83d3-405e-84ee-f637426f4bab___RS_Early.B 6715.JPG,PlantVillage\Potato___Early_blight\7ea05f87-83d3-405e-84ee-f637426f4bab___RS_Early.B 6715.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,20.33,162.83,157.22,116.82,51.34,51.62,54.44,145.62,56.35,25.81,17.39,-43.2,Diseased,Small,Moderate,Red,145.62
7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,PlantVillage\Potato___Early_blight\7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,Potato___Early_blight,Early Blight,256,256,1.0,65536,17.72,134.02,136.93,115.11,46.51,43.11,52.77,128.69,48.61,8.0,12.37,-20.37,Diseased,Small,Moderate,Green,128.69
